S00001;60.0;45.0;-76.48195624351501;3.4438040737919913
S00002;30.0;30.0;-76.48184359073639;3.4463047298547123
S00003;35.0;30.0;-76.48356020450592;3.4465162411474717
S00004;30.0;35.0;-76.48630946874619;3.4456032616864665
S00005;30.0;45.0;-76.48805290460587;3.444987468593489
S00006;35.0;30.0;-76.49013429880142;3.4442110332562095
S00007;45.0;35.0;-76.49355411529541;3.4430945716785444
S00008;30.0;60.0;-76.49449557065964;3.4434024688870464
S00009;45.0;30.0;-76.49541825056076;3.4435202730100505
S00010;30.0;30.0;-76.49935573339462;3.4439727478015674
S00011;30.0;30.0;-76.5027916431427;3.4444091581955543
S00012;40.0;30.0;-76.5064287185669;3.444735796519054
S00013;25.0;35.0;-76.5088614821434;3.444925889262273
S00014;30.0;60.0;-76.51150345802307;3.445091885711217
S00015;40.0;30.0;-76.51504665613174;3.4453542671359987
S00016;60.0;40.0;-76.52119427919388;3.444039681924046
S00017;30.0;30.0;-76.52245491743088;3.4436139808247717
S00018;40.0;30.0;-76.52331590652466;3.4433408894533026
S00019;35.0;40.0;-76.52578085660934;3.442596581200161
S00020;30.0;30.0;-76.52843087911606;3.4427599006868235
S00021;40.0;30.0;-76.53069466352463;3.4426447738384947
S00022;20.0;30.0;-76.5317702293396;3.4424734222244835
S00023;30.0;40.0;-76.53306037187576;3.442160169975464
S00024;30.0;30.0;-76.5341117978096;3.4416220184353636
S00025;30.0;40.0;-76.53703540563583;3.4398629836689154
S00026;30.0;30.0;-76.54153615236282;3.434261895490266
S00027;40.0;30.0;-76.5425232052803;3.432893747063039
S00028;70.0;40.0;-76.5435129404068;3.431255179244361
S00029;30.0;70.0;-76.54595375061035;3.426411749123204
S00030;40.0;30.0;-76.54661357402802;3.424593783118715
S00031;30.0;30.0;-76.5474209189415;3.4223527805104887
S00032;30.0;60.0;-76.54824167490005;3.4201787084546957
S00033;60.0;30.0;-76.54848039150238;3.41417588785353
S00034;30.0;30.0;-76.54784202575684;3.4117742136126257
S00035;30.0;30.0;-76.54741287231445;3.409187788487439
S00036;30.0;30.0;-76.54688984155655;3.4041139840095065
S00037;60.0;50.0;-76.54649019241333;3.398327940061337
S00038;30.0;60.0;-76.54495596885681;3.387336770788006
S00039;60.0;30.0;-76.54476553201675;3.386217565544869
S00040;60.0;40.0;-76.54430955648422;3.383178568707797
S00041;30.0;30.0;-76.54274851083755;3.376784595358908
S00042;40.0;30.0;-76.53954058885574;3.372278264724099
S00043;30.0;30.0;-76.53731167316437;3.3710787150807193
S00044;30.0;50.0;-76.53732240200043;3.3709421591123405
S00045;40.0;30.0;-76.52990877628326;3.3673890196300404
S00046;50.0;40.0;-76.52656674385071;3.4446394114516417
S00047;30.0;45.0;-76.5268886089325;3.445836192013419
S00048;40.0;30.0;-76.52743309736252;3.4477665664363673
S00049;60.0;40.0;-76.5281867980957;3.450034282840401
S00050;30.0;30.0;-76.52862668037415;3.4512016058221247
S00051;30.0;30.0;-76.52896463871002;3.452015518245157
S00052;60.0;50.0;-76.52932941913605;3.452821397950555
S00053;30.0;45.0;-76.52965396642685;3.4535978262557294
S00054;40.0;30.0;-76.53041571378708;3.4551694222953824
S00055;40.0;35.0;-76.5298068523407;3.457375542497928
S00056;30.0;60.0;-76.52937233448029;3.457919039769787
S00057;45.0;30.0;-76.52755111455917;3.4604383999010278
S00058;50.0;40.0;-76.5267276763916;3.4615548410905874
S00059;30.0;30.0;-76.52561455965042;3.4630487819187126
S00060;30.0;30.0;-76.52457118034363;3.4644998834769907
S00062;60.0;50.0;-76.51732116937637;3.4780068012651344
S00063;30.0;40.0;-76.51600152254105;3.480170031982167
S00064;40.0;30.0;-76.51379942893982;3.4837200755863797
S00065;80.0;50.0;-76.51273727416992;3.4853826479652157
S00066;30.0;80.0;-76.53179973363876;3.4541306163460623
S00067;50.0;30.0;-76.53147786855698;3.45288297677035
S00068;60.0;50.0;-76.53122574090958;3.4521011931964853
S00069;30.0;30.0;-76.53098165988922;3.451241765990933
S00070;30.0;30.0;-76.53074026107788;3.4504519490261356
S00071;30.0;30.0;-76.5304559469223;3.44950952250069
S00072;30.0;30.0;-76.52994096279144;3.4478683058950566
S00073;30.0;30.0;-76.52936428785324;3.4456594862533643
S00074;30.0;30.0;-76.52908533811569;3.4446233472727936
S00075;30.0;30.0;-76.52870446443558;3.4428455764719024
S00061;30.0;30.0;-76.51935964822769;3.47471375487754
S00076;30.0;30.0;-76.52474015951157;3.4414292476604844
S00077;30.0;30.0;-76.52239322662354;3.4397130505706284
S00078;30.0;30.0;-76.52132034301758;3.43918292978403
S00079;30.0;30.0;-76.51998728513718;3.4387117110595566
S00080;30.0;30.0;-76.51903510093689;3.4382592337697524
S00081;30.0;30.0;-76.5162268280983;3.4363770330357366
S00082;80.0;40.0;-76.51452630758286;3.4350651128316962
S00083;30.0;40.0;-76.51291966438293;3.4338763509263592
S00084;30.0;30.0;-76.50993436574936;3.432002173745553
S00085;40.0;30.0;-76.50743186473846;3.430028928940572
S00086;30.0;40.0;-76.50520026683807;3.4269365221729458
S00087;30.0;30.0;-76.4950481057167;3.4252684925542285
